term,2_埔里家樂福,3_新仁家樂福,4_頭份大潤發,6_楠梓家樂福,7_土城青雲,8_高雄成功家樂福,9_新竹大魯閣,10_青海家樂福,11_斗六家樂福,12_東海Jmall,13_新楠家樂福,14_桃園春日家樂福,15_苗栗家樂福,16_彰化家樂福,17_永康中正家樂福,18_基隆愛買,19_台中大魯閣,20_宜蘭家樂福,21_新竹忠孝,22_高雄美術南三,23_嘉義北門家樂福,24_高雄三多三,25_板橋南雅愛買,26_桃園愛買,27_員林大潤發,28_基隆仁二,29_樹林家樂福,30_南投家樂福,31_仁德中山,32_安平家樂福,33_高雄鼎山家樂福,34_屏東家樂福,35_竹南家樂福,36_重新家樂福,37_台中黎明,38_林口家樂福,39_清水中山,40_三峽大學,41_嘉義大潤發,42_三重龍門,43_太平中山,44_台中文心家樂福,45_蘆洲家樂福,46_豐原源豐,47_淡水中山,48_桃園南平,49_台中文心崇德,50_大里大買家,51_台中美村南,52_捷運七張,53_八德家樂福,54_鳳山五甲,55_新竹林森,56_台北安居,57_台南中華東,58_高雄華夏,59_新莊輔大,60_台中中華,61_中壢中美,62_高雄鳳山,63_台北士林中正,64_中和德光,65_中壢家樂福,66_台北天母,67_台北興隆,68_板橋捷運新埔,69_台北民權龍江,70_台北桂林家樂福,71_台北信義,72_台北捷運後山埤
白蘿,0,0,0,0.0056992854362047035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001818438011252969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002027326284465713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013636588147096734,0,0,0,0,0,0,0,0,0,0,0,0
蔔,0,0,0,0.004469242752329087,0,0,0.004098404297915515,0,0,0,0,0,0,0.002781344275964024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014259754127640342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015897805794910904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021386969796513213,0.0012986330934918154,0,0,0,0,0.0009574814853753157,0.0010323548123398,0,0,0,0,0.0004563939149662171
泥,0,0,0,0.005174367750368178,0,0,0.004745021070080117,0,0,0,0,0,0,0.003220164784452429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016509555639552026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015035220888422493,0,0,0,0,0,0,0,0,0,0.0007581187949682291,0
蒜,0,0,0,0.0043334995744981515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019940942047762494,0,0,0,0,0,0,0.001241185534965735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001222611455657269,0,0,0,0,0,0,0,0,0.0010368694390643206,0,0,0,0.001894151535801783,0,0.0009284001427985678,0.001000999361172366,0,0,0.0005631001879694537,0.0006349195948007578,0.00044253197821464315
粗,0,0,0,0.004782301559602334,0,0,0,0,0,0.004087273732940128,0,0,0,0,0,0,0,0,0,0,0,0,0.002222955257219069,0.0025868821094557773,0,0.002128788402572983,0,0,0,0,0,0,0,0,0.001524343759177074,0,0,0,0,0,0,0.0011098679578946762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012428361239428729,0,0
末,0,0,0,0.007128756156757208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
付現,0,0,0,0.004782301559602334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013697298032641179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010473028014024927,0,0,0,0,0,0,0,0,0.0009080140105761541,0.002049101136166508,0,0.0010133736527950731,0,0.0006214180619714364,0.0007006754970754505,0
發票,0,0,0,0.004093014894580431,0,0,0,0,0,0,0,0,0,0.0025472063567243265,0,0,0,0,0.0029950029080206123,0,0.004005530606757338,0.002807514764500863,0,0,0.0018834332716626393,0,0,0.002753014215557247,0,0,0,0,0,0,0,0,0,0.001441550850234097,0.0012248471276498864,0,0,0,0,0,0,0,0,0,0,0,0,0.0011552719275323895,0,0,0,0.0017467526946911163,0,0,0,0,0,0,0,0,0,0.0008673132388185311,0,0,0,0.0004179739600806208
先在,0,0,0,0,0.005753136952137346,0,0,0,0,0,0,0,0,0,0.003495925324982981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024518402447028286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001216125820441816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
號機,0,0,0,0,0.005753136952137346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013145886882357735,0,0,0,0,0,0.0008180120834319782,0,0,0,0,0,0,0.0007405720585054156,0,0
起,0,0,0,0,0.00356999622596429,0,0,0,0.005681572941070988,0,0,0.002663863223839394,0,0,0.0021693278502271044,0,0,0,0,0,0,0,0,0,0.0016273852142766148,0,0.0013334985902866611,0,0,0.00304288268924473,0,0,0,0,0,0.0024323472140421933,0.0011205870506610597,0,0.0010583322145132233,0.0010308993194576282,0.0009856293928205758,0,0,0,0,0,0,0,0,0.000672684748809295,0,0,0,0,0,0,0,0,0.0020552562134971207,0,0,0.0007729108774249315,0,0.0007576696535719666,0,0.0007494041664420906,0,0.002297737283080604,0,0.0003611514423271187
蟹,0,0,0,0,0.0043744460271705745,0,0,0,0,0,0,0,0,0.0026968672109255487,0,0,0,0.0050367601582109066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013730960095172096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001023120894015954,0.0009490171599772174,0.0009995585560465328,0,0.0010201150302068729,0,0,0,0,0,0,0.0009284001427985678,0,0.0009182721412407654,0,0,0,0.00044253197821464315
肉棒,0,0,0,0,0.004511471817705425,0,0,0,0,0,0,0,0,0.002781344275964024,0,0,0,0.005194532373967262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014161070708071895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010551692833307346,0.0009787443130314126,0.0010308688752223621,0,0.0010520692634017424,0,0,0,0,0,0,0,0,0.0009470362328075851,0,0,0,0.0004563939149662171
面有,0,0,0,0,0.0037359182978663795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017203104562328868,0.0060058433396079774,0,0,0,0,0.0011808402783201348,0,0,0,0,0,0,0,0.002345336746559714,0,0.00221504026063973,0,0,0.0008589095290170713,0,0.0013164861926443679,0,0,0.001285803858615258,0,0.0010441497003279715,0.0007039489967789766,0.0010177212008344707,0,0.0008737783127606449,0,0,0.0007897164178246176,0.001742422415824569,0,0,0,0,0,0,0,0,0,0.0007404207612812581,0,0.001084483711609212,0
不明,0,0,0,0,0.005753136952137346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019598937578364888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001345577150868219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005820044550911606
物,0,0,0,0,0.004661566589050818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001488232671718084,0,0,0.0014632203579076962,0,0,0,0,0,0,0,0.0014028885232451516,0,0.0016043874168277883,0,0,0,0,0,0.001090274321932696,0,0,0,0,0.0011049252646686337,0,0,0,0,0,0,0,0,0,0.0006000597575607682,0,0.0004715779487091396
體,0,0,0,0,0.0038259315480080303,0,0,0,0,0,0,0.0028548372890541706,0,0.0023587053718301934,0.0023248483569235402,0,0,0,0,0,0,0,0,0,0,0.001687129536795208,0,0,0.0012092914549452958,0,0,0.0010855525169727878,0,0.0012214512483585214,0,0,0,0,0.0022684094612372544,0,0,0,0,0,0,0,0,0,0,0.0014418199008813645,0,0,0.0026844934066133697,0,0,0,0,0,0,0,0.0005439916106101879,0.001656642709161336,0,0,0.0008754834353099457,0,0,0.0009849854177924587,0,0.0007740852423084592
習慣,0,0,0,0,0.0043744460271705745,0,0,0,0,0,0,0,0,0,0.005316312396657062,0,0,0.0025183800791054533,0,0.003631076114056621,0.0021204375780559657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015055681448527453,0,0,0,0,0,0,0.0009490171599772174,0.0009995585560465328,0,0,0.0010368694390643206,0,0,0,0,0.0008228001265560768,0,0,0,0,0.0005631001879694537,0,0
終於,0,0,0,0,0.0032185890585403375,0,0,0,0,0,0,0,0.004222735644985774,0,0,0,0,0,0,0,0,0.0010935281178026293,0.0014820914083923963,0,0,0,0.0012022376777488907,0,0.0020346481355630807,0,0,0,0,0,0.00101631230839041,0.0010964614013804263,0.003030851288442582,0,0,0,0,0.0007399725025970726,0.0009921378894044244,0,0,0.000815238951804194,0.001107752873806566,0,0.0008995616426818285,0.0012129400903104536,0,0,0,0.0013965179721032554,0.0014708917252055519,0,0,0,0,0,0.0009152727506373105,0,0.0006053921955489084,0.0006830895896300516,0,0.0006756377031977239,0.0006378914020515339,0.0008286251985295417,0,0.0009768061425074626
難訂,0,0,0,0,0.00501297375647477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017253324310902327,0,0,0,0.0013656106114806861,0,0,0,0,0.0010596665563786549,0.0011690188525014613,0,0,0,0,0,0,0,0,0,0,0.0006452946149121182,0,0.0010142546870675416
七點,0,0,0,0,0.005466016390257103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019070991251721211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012489817948230515,0,0.0012746677957448623,0,0,0,0,0,0.0010281162345418427,0,0,0,0,0,0,0
坐,0,0,0,0,0.002364535057240556,0.0017938826300451052,0,0,0,0,0,0.0017643710474121658,0,0.0014577473411143233,0.0014368227381318212,0,0.0016536120719688912,0,0.0017140179924061108,0,0,0.0008033599579174708,0.002177635621969185,0,0.0010778749184118832,0.0031280828361411523,0.0008832233890280899,0,0,0,0.0022698106747509497,0.0013418049699264996,0,0.000754891785494094,0.0007466333969904292,0,0.0007422045285950336,0,0,0.0006828011647784234,0,0.0010872409568050347,0.002186621011671485,0.001666459224581302,0.0007116017826292669,0,0.0008138101687521697,0.0005307457622296759,0,0.0013366288676686228,0.0012882709235072956,0,0.0005530312196492644,0.0005129756615468921,0.001080589968584205,0.0009996536360504348,0.0005514064492646908,0,0.0013612690492726682,0,0.000672404729667601,0.0005119262738996771,0.00044475111414329183,0.0005018314710386875,0.0005410737878730642,0.0004963569459000837,0.0014058799263555741,0.001826247429168157,0.0006863907480446871,0.0004784068062283744
下來,0,0,0,0,0.0032828756640840475,0,0,0.002162475152171546,0,0,0,0,0,0,0,0,0.0022958436637592183,0,0,0.005450002736453255,0.0015913175928957024,0,0.0015116940150060698,0,0,0,0.0012262506157019824,0,0.0020752872540501445,0,0,0,0,0.0010480774493179337,0.0010366116592209697,0,0,0,0,0,0.002719077452208744,0,0,0.0011568402034924364,0,0.001663044313277519,0,0.0014737547166443056,0,0,0,0,0.002303454195241293,0,0.0007501353172700144,0.0013879001642432558,0,0,0.0009449800755636311,0.0015768729551387066,0.001400330976283052,0,0,0.0006967333043761264,0,0,0,0.0008451757740496129,0,0.0003321054718326223
有感,0,0,0,0,0.005753136952137346,0,0,0,0,0,0.0035606646828530357,0,0,0,0,0,0.004023394234148915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014811441170108311,0,0
忙碌,0,0,0,0,0.0048274886609529066,0,0,0,0,0,0,0,0,0.0029761701938884424,0,0,0,0,0,0,0.0023400422135153405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001524343759177074,0,0.0015153016805264932,0,0,0,0,0,0,0.001701140565874082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000686398410144446,0.0010451603476662448,0,0,0,0,0,0,0,0
不失,0,0,0,0,0.005753136952137346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002007275804729239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016086490376958234,0,0,0,0,0,0,0,0,0,0,0.0010821214350139855,0,0,0,0,0,0,0
熱情,0,0,0,0,0.005862936993320189,0,0,0,0,0,0,0,0,0,0,0,0,0.0016876541209239892,0,0,0,0,0,0,0,0.001292696177346639,0,0.0019532869836087724,0.0009265716751513987,0,0,0.001663523230901841,0,0,0,0.0009986494073922533,0,0.0010227925798786594,0,0,0.0008093402153822435,0.0013479236027365386,0.0009036322793102718,0.0010330091539285018,0.0008822191921228247,0,0.001008933601831523,0.001974000525322545,0.0008193144785999824,0,0,0,0.0013712578234837275,0.0006359694210383191,0.0013396779383801078,0.0006196679412047803,0.0006836145778109291,0.00138968458035025,0,0.000704040278131301,0,0.001904005279965046,0,0.0006221532404342112,0,0.000615366114174929,0.0005809870459984893,0.0015094121186938253,0.0008509634264590446,0
適中,0,0,0,0,0.0039214033933882425,0,0.0035623621670980454,0,0,0,0,0,0,0,0.002382862349092377,0,0,0,0.002842569811417276,0.0032550211173876255,0,0,0,0,0,0,0,0,0,0,0,0.001112641266667352,0,0,0.0012382352833423837,0,0,0,0,0,0,0.0009015536404060585,0.001208782113981327,0,0,0,0,0,0,0,0,0,0,0,0.0008960385587626965,0,0.0018289321739269437,0,0,0,0.0005575663132112704,0.0008489911881355383,0,0,0,0.001646341259372915,0,0,0.0005691636925260648,0
酸白菜鍋,0,0,0,0,0.006104544119561298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002691934386056545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016629710493013404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鴨,0,0,0,0,0.0039214033933882425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017292299686121765,0.0014647595028244316,0,0,0,0,0,0,0,0,0,0.0012308903385079256,0,0.0011625075419241522,0,0.00108264832817458,0,0,0,0.001180137988057599,0,0,0,0.0010959908251767314,0.0007388994524633631,0,0,0.0009171606463357399,0,0,0,0,0,0,0,0.0005575663132112704,0,0,0.0008322497175138816,0,0,0.000777182008365023,0,0.0005691636925260648,0.0003967008371517498
血豆腐,0,0,0,0,0.004248394519023273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001873423971930402,0.001586900305635164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001278545269943023,0,0,0,0.001187381390660114,0.0008005135072937029,0,0,0.0009936392337310418,0,0,0.0008980461117109784,0,0,0,0,0.000604059677469722,0,0.0007990907937143895,0.0009016479009290704,0,0,0,0,0,0.0008595604650564852
續加,0,0,0,0,0.004661566589050818,0,0,0,0.003709391959958984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002055621377810604,0,0,0,0,0,0,0,0,0,0.0015880336824287927,0,0.0016264257055204777,0.002763860676047871,0,0,0,0,0,0,0,0,0,0,0.000878366404761801,0,0,0.001090274321932696,0,0,0,0,0,0,0,0,0.001009237907960201,0,0,0,0,0,0,0,0
大方,0,0,0,0,0.0043744460271705745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013826646228239498,0,0,0,0,0,0,0,0,0,0,0.0012631983752857275,0,0,0,0,0,0.001108006871660676,0,0,0,0,0,0,0,0.0009490171599772174,0.0009995585560465328,0,0,0.0010368694390643206,0,0,0.0012439647233557167,0.0009470757679008916,0,0.0009284001427985678,0,0,0.0008669704204910471,0,0,0
評論,0,0,0,0,0.0022929407673558987,0.001739566770933089,0.002083000554035759,0.0015103914805715722,0.0018245831920689166,0.0019413565163613274,0,0,0.0015041501934617723,0.004240827341566006,0,0,0,0,0,0,0.00111146365440534,0.0007790355202092003,0.002111700344120371,0,0,0,0,0,0.0007247473306475836,0.004885964386815421,0.0022010844856704395,0.0006505886448932062,0,0.001464069771011559,0.0014480530952471363,0,0,0,0.0006797466793982239,0,0.0012661020758878224,0.001054321062469946,0.002120413670783003,0.000808000769850719,0.0006900556337777231,0.0005807807687558817,0.001578338631188071,0.002058702562419223,0.0006408527232706847,0.0008641052743448045,0.0006246320837713408,0,0.0005362863304865545,0.0004974435897748533,0.0005239357276973715,0.0014540786157832845,0,0.0016304785971679682,0,0.0005506873628105128,0.00032602270203112304,0.0009928519517701981,0.00043128477111107694,0,0.0005246909503679264,0.00048132806190776716,0.0009088747735774005,0.0008854758081923753,0.0009984119227001112,0.0002319607116888634
四點,0,0,0,0,0.005753136952137346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024518402447028286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019800769455865664,0,0,0,0.0015672423700588652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
好爽,0,0,0,0,0.00655758675334363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002058362624010482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
外帶,0,0,0,0,0.008635335930272055,0,0,0.0028441070102296446,0.00343573829305937,0,0.0013361204473008662,0,0,0.0053237265201191795,0,0,0.006039028982073519,0.0012428463997558375,0,0.0017919733057917499,0.0010464576938402205,0,0.0019881937330394326,0.003470530579571364,0.0009841059432381112,0,0.0008063879876062874,0,0,0.0036801599434380904,0,0.0006125377921942309,0,0.0013784410044551923,0.0006816805464598154,0,0.0020329108931250945,0.0007532195488630158,0.0006399904663541965,0.0018702040640254964,0.0017880777116487247,0.0024816429741685167,0.0013309316300297949,0.0007607433845342335,0,0,0.0007430133219136525,0.001453721716787581,0.002413485174173748,0.0004067832578429343,0.0011761986949212259,0.0012072739576668328,0.0010098413104461797,0.0023417485120100596,0.0014798771992774618,0.000456344733332453,0.0005034372306025298,0,0.0012428463997558375,0.0005184794171447385,0.0009208640252557246,0.0023369580274986168,0.0008121206036319247,0.0027490499577487075,0.0009880069037338298,0.0009063534406153315,0.00171143517968875,0.0005557914368257404,0.0012533573293080583,0.00021839407024544985
人份,0,0,0,0,0.005466016390257103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017450580230333134,0,0,0,0,0,0,0,0,0,0,0.0016449859752669482,0,0,0,0.0015276938414671042,0.001029946708549929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
少量,0,0,0,0,0.007196114482647827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
根本,0,0,0,0,0.005118405408865921,0,0.0023248837157581258,0,0,0.004333583246173146,0,0,0.0016788158236724481,0.0031555217811940384,0,0,0.0035795015799888327,0,0,0,0,0,0,0.0027427742064387002,0.0011666142981442426,0,0.001911874961546976,0,0.003235627112623056,0,0.0012283399223846786,0.0007261366029110499,0.0011017584524169017,0.000817040581857682,0,0,0.000803308807372679,0,0,0,0.0014131249715781998,0.00058837571227912,0.0007888804452985096,0.001803655624100921,0.000770186595883853,0,0,0.0005744410453569918,0.0021458103661728825,0.0014466709649687802,0,0,0.0005985612218471196,0,0.0005847764366012702,0.0010819532072669307,0,0.0018198137931858117,0,0.0006146345375623789,0.0007277625245476622,0,0.0009627332448548163,0.0016294388876820821,0.0011712387151819315,0.001074442127150367,0.0005072077769397409,0.0009882994429241414,0.0003714499925291268,0.0005177931232483447
這些,0,0,0,0,0.0043744460271705745,0,0,0,0,0.0037036976363377535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001241185534965735,0,0.0013965677361756233,0,0,0,0,0,0.0012631983752857275,0.001207727490110137,0,0,0,0,0,0,0.0009818922683822253,0,0,0,0,0.001023120894015954,0,0,0.0009246914871016362,0,0.0010368694390643206,0,0,0,0,0,0,0,0,0,0.0016893005639083611,0,0
標榜,0,0,0,0,0.006104544119561298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001370231712945007,0,0,0,0,0,0,0,0,0,0.0014469524135578293,0,0,0,0,0,0,0,0,0,0,0,0
折,0,0,0,0,0.0039214033933882425,0,0,0,0,0,0,0,0,0.002417564227962654,0,0,0.002742391139649267,0,0,0,0.0038016658851931814,0.0026646240286800787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034875226257724563,0.0022647486628481436,0.00108264832817458,0,0.001208782113981327,0,0.001180137988057599,0,0,0,0,0.0007388994524633631,0,0,0,0,0,0.0008289251513986464,0,0,0,0,0,0,0.0007375862425359995,0,0,0,0,0,0.0005691636925260648,0.0003967008371517498
大家,0,0,0,0,0.004585881534711797,0,0,0,0,0.0019413565163613274,0,0,0.0015041501934617723,0.002827218227710671,0.0013933180739435366,0.003316668308134386,0,0,0.0016621203051038762,0.005709872106945081,0.00111146365440534,0.0007790355202092003,0.002111700344120371,0,0,0.0010111231856048581,0,0,0.0028989893225903345,0.0009771928773630843,0,0,0,0.0007320348855057795,0.0014480530952471363,0.0031245008310536388,0,0.000800009553445602,0,0.0006621270519649821,0.0012661020758878224,0.000527160531234973,0.0014136091138553354,0,0.002070166901333169,0.0005807807687558817,0.0007891693155940355,0.0010293512812096116,0.0012817054465413694,0.0012961579115172068,0,0,0.001072572660973109,0.00149233076932456,0.0005239357276973715,0.0024234643596388076,0.0010694215110326813,0.0005434928657226561,0.0006600260141754286,0.0005506873628105128,0,0.0014892779276552972,0.0017251390844443078,0.0009732736545929114,0.001574072851103779,0.0014439841857233015,0,0.0014757930136539586,0.0006656079484667408,0.001159803558444317
小心,0,0,0,0,0.0039214033933882425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032550211173876255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001335885812661767,0,0,0,0,0,0,0,0.0013818485875702186,0.001180137988057599,0.0009932553469491558,0,0,0.0010959908251767314,0,0,0,0.0009171606463357399,0,0,0,0,0,0,0,0.0005575663132112704,0.0016979823762710766,0.0007375862425359995,0,0,0,0.000777182008365023,0.0005047823139674709,0.0011383273850521297,0.0015868033486069993
不值,0,0,0,0,0.006104544119561298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019161569530011984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012904079613586634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
夥,0,0,0,0,0.00501297375647477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014861056654348643,0,0,0,0,0,0,0.0012697400619710727,0,0,0,0,0,0,0,0,0.0011454617975392152,0,0.0011690188525014613,0,0,0,0,0,0,0,0,0,0,0.0006452946149121182,0,0.0005071273435337708
伴,0,0,0,0,0.00501297375647477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014861056654348643,0,0,0,0,0,0,0.0012697400619710727,0,0,0,0,0,0,0,0,0.0011454617975392152,0,0.0011690188525014613,0,0,0,0,0,0,0,0,0,0,0.0006452946149121182,0,0.0005071273435337708
通常,0,0,0,0,0.0048274886609529066,0,0,0,0,0,0,0,0,0,0,0.0034914069472723186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013940224191473832,0,0.0011098679578946762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002318801285707334,0,0,0,0,0.001104668576470305,0,0.0009567588326170711,0,0,0.0004883631192775364
自行,0,0,0,0,0.003156824155936745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011791666700116665,0,0.0009978015624787621,0,0,0,0,0,0,0,0.0009908963613543416,0,0,0.0009115886034651357,0,0,0.000973098708262055,0.0011124213868034592,0.0009500394971657979,0.0007995944710888844,0,0,0,0.0005948318513411969,0.0008599671124066209,0,0.0007383364047955187,0,0.0007213326156962336,0.0006673047067309698,0.0014723344392360142,0.0007482580586113599,0.0009086959832365518,0.0022744894164370274,0,0,0.0011875493714572473,0.0006699810625066287,0.0007223723744215616,0.0006626721781883746,0.0006256502306553788,0,0.0009163809549804952,0.00031935372614622163
附近,0,0,0,0,0.002688711520554176,0,0,0.0017710910949708524,0,0,0.001664066097029144,0,0,0.001657603704419322,0,0,0.0037606427655328236,0,0.0019490089218629015,0.002231806294839087,0,0.0027405005065038552,0.002476188274912113,0,0.001225650980295694,0,0,0,0.0008498416204837739,0,0.0012905002385123973,0,0,0.0017167740729531439,0,0,0.0016879207271892254,0,0,0.0007764128310831749,0,0.0006181505487153879,0,0.0009474649364882917,0,0,0.0009253830978601093,0.0006035107159957235,0.0015029329362252657,0,0.0007324460813178472,0.0015035947296802305,0.0006288514974408478,0,0.000614369131180965,0.0005683528014487024,0.0006270039719250465,0.0006373019095005232,0,0.0006457382055793879,0.0007645910504038969,0,0.0005057262486824354,0,0,0.0005644072117526949,0,0.0006922083176776411,0.00039024727212614896,0.0005439961177479374
水果,0,0,0,0,0.006104544119561298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021298821516051785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012814497573293967,0,0,0,0
攤,0,0,0,0,0.00655758675334363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000951786877342447,0
購買,0,0,0,0,0.005753136952137346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018367229585757741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001084048060714307,0,0,0,0,0,0,0,0,0,0,0,0.0012455649384954704,0,0,0,0,0,0,0,0
